Part_Number,Supplier,Description,Supplier_Location_Code,Added,Last_Modification,,,,,
PE92003B-FA3400,SIEMENS AG,DIO,LED,ICE-BLUE,P-LCC-4,80004895,default,,,
PE92009B-FA3100,SIEMENS AG,DIO,LED,YELLOW,P-LCC-4,80004895,default,,,
PE92009B-FA3100,VAL TECHNOLOGIES, INC,DIO,LED,YELLOW,P-LCC-4,80004895,default,,
PE92011B-FA3100,SIEMENS AG,DIO,LED,RED,P-LCC-4,80004895,default,,,
PE92021B-FA34AA,SIEMENS AG,P415 DIO-LED WHITE,P-LCC,80004895,default,,,,,
PE92021D-FA34AA,SIEMENS AG,DIO-LED WHITE,P-LCC-2,80004895,default,,,,,
PFCA0030-AA,ADVANCED CERAMIC X CORPORATION,DUAL-BAND / DUAL-MODE,80033945,default,,,,,,
PFCB0005-AA,ARROW ELECTRONICS INC,SAW RF FILTER GPS +,80023560,default,,,,,,
PFCB0005-AA,ARROW ELECTRONICS INC,SAW RF FILTER GPS +,80023560,default,,,,,,
PFCB0005-AA,RF360,SAW RF FILTER GPS +,80023560,default,,,,,,
PFCB0027-AA,RF360,B1 & B3 RX DIPLEX FILTER,80030809,default,,,,,,
PFCB0028-AA,RF360,B25 & B66 RX DIPLEX,80030809,default,,,,,,
PFCB0028-AA,VAL TECHNOLOGIES, INC,B25 & B66 RX DIPLEX,80030809,default,,,,,
PFCB0029-AA,RF360,BAND 30 RX FILTER 1109,80030809,default,,,,,,
PFCB0029-AA,VAL TECHNOLOGIES, INC,BAND 30 RX FILTER 1109,80030809,default,,,,,
PFCB0030-AA,RF360,LOW-LOSS SAW FILTER FOR,80030809,default,,,,,,
PFCB0032-AA,RF360,OTSF BAND-PASS,SAW,742,80030809,default,,,,
PFCB0033-AA,RF360,OTSF BAND-PASS,SAW,722,80030809,default,,,,
PL10013D-F10002,AVNET INC,MAG-IND 10UH,,4.8A,125C,80004932,default,,,
PL10032B-F10X01,TDK CORPORATION,INDC-IND 10UH,5%,150MA,1,80004888,default,,,
PL10061C-F10003,TDK CORPORATION,INDC-IND 10UH,20%,2.5A,8,80004888,default,,,
PL10061D-F10X05,COILCRAFT,INDUCTOR PWR 10UH 20% 1.,80005156,default,,,,,,
PL10063C-F10007,TAIYO YUDEN,MAG-IND 10UH,20%,3.7A,S,80034477,default,,,
PL10063D-F10025,ARROW ELECTRONICS INC,10Â?H Â±20% (INDUCTANCE,80004846,default,,,,,,
PL10063D-F10025,MURATA MANUFACTURING CO LTD,10Â?H Â±20% (INDUCTANCE,80004846,default,,,,,,
PL10063D-F10025,MURATA MANUFACTURING CO LTD,10Â?H Â±20% (INDUCTANCE,80004846,default,,,,,,
PL100640-F10X04,AVNET INC,MAG-IND 10UH,20%,2A,SMD,80004932,default,,,
PL100640-F10X04,AVNET INC,MAG-IND 10UH,20%,2A,SMD,80004932,default,,,
PL10064C-F10X00,TDK CORPORATION,INDC-IND 10UH,20%,1.3A,1,80004888,default,,,
PL10064D-F10001,AVNET INC,MAG-IND 10UH,20%,4.7A,SM,80004932,default,,,
PL10064D-F10X01,AGS DEVICES CO,MAG-IND 10UH,20%,5.7A,S,80023560,default,,,
PL10064D-F10X01,ALLIANCE ELECTRONICS DISTRIBUTOR, INC.,MAG-IND 10UH,20%,5.7A,S,80023560,default,,
PL10064D-F10X01,ARROW ELECTRONICS INC,MAG-IND 10UH,20%,5.7A,S,80023560,default,,,
PL10064D-F10X01,ARROW ELECTRONICS INC,MAG-IND 10UH,20%,5.7A,S,80023560,default,,,
PL10064D-F10X01,CHIP ONE EXCHANGE,MAG-IND 10UH,20%,5.7A,S,80023560,default,,,
PL10064D-F10X01,DIGI-KEY,MAG-IND 10UH,20%,5.7A,S,80023560,default,,,
PL10064D-F10X01,MOUSER ELECTRONICS,MAG-IND 10UH,20%,5.7A,S,80023560,default,,,
PL10064D-F10X10,AVNET INC,MAG-IND 10UH,20%,12.7A,,80004932,default,,,
PL10064D-F10X10,AVNET INC,MAG-IND 10UH,20%,12.7A,,80004932,default,,,
PL10093B-F20X00,MURATA MANUFACTURING CO LTD,MAG-FER 10R,,500MA,603,80027755,default,,,
PL10163C-F10X01,TDK CORPORATION,P552 IND 100UH,20%,1.3A,,80004888,default,,,
PL10164C-F10001,TDK CORPORATION,INDC-IND 100UH,20%,2.6A,,80004888,default,,,
PL10193B-F20X00,TDK CORPORATION,P42M INDC-ATTEN 100OHM,4,80004888,default,,,,,
PL10211B-F20X00,TDK CORPORATION,INDC-ATTEN 1KOHM,200MA,1,80004888,default,,,,
PL10263D-F10002,CHILISIN ELECTRONICS CORP.,MAG-IND 1MH,20%,800MA,1,80030066,default,,,
PL10293B-F20001,TDK CORPORATION,INDC-ATTEN 1KOHM,500MA,1,80004888,default,,,,
PL10293B-F20004,AGS DEVICES CO,INDC-ATTEN 1KOHM,1.5A,12,80004888,default,,,,
PL10293B-F20004,TDK CORPORATION,INDC-ATTEN 1KOHM,1.5A,12,80004888,default,,,,
PL10293B-F20004,TTI,INDC-ATTEN 1KOHM,1.5A,12,80004888,default,,,,
PL10293B-F20005,MURATA MANUFACTURING CO LTD,FERRITE BEAD SMD 1000 25,80004846,default,,,,,,
PL10293B-F20X00,MURATA MANUFACTURING CO LTD,MAG-FER 1K,,200MA,402,80004846,default,,,
PL10293B-F20X10,CHILISIN ELECTRONICS CORP.,MAG-FER 1K,25%,1.5A,805,80030066,default,,,
PL10293C-F20002,MURATA MANUFACTURING CO LTD,INDC-ATTEN 1KOHM,1.5A,12,80004846,default,,,,
PL10312D-F20001,ARROW ELECTRONICS INC,200NH COMMON MODE,80004888,default,,,,,,
PL10312D-F20001,TDK CORPORATION,200NH COMMON MODE,80004888,default,,,,,,
PL10833B-F10002,TDK CORPORATION,INDC-IND 100NH,5%,450MA,,80010977,default,,,
PL10962B-F10X00,TDK CORPORATION,INDC-IND 1UH,5%,300MA,12,80004888,default,,,
PL10963D-F10020,BOURNS INC,MAG-IND ,,,,80030837,default,,,
PL10964B-F10X00,AVNET INC,MAG-IND 1UH,20%,2.7A,SMD,80004932,default,,,
PL10964B-F10X00,AVNET INC,MAG-IND 1UH,20%,2.7A,SMD,80004932,default,,,
PL10964B-F10X01,AVNET INC,MAG-IND 1UH,20%,4.2A,SMD,80004932,default,,,
PL12193B-F20X02,MURATA MANUFACTURING CO LTD,MAG-FER 120R,,500MA,402,80004846,default,,,
PL12193B-F20X06,MURATA MANUFACTURING CO LTD,MAG-FER 120R,,2A,603,80004846,default,,,
PL12193B-F20X06,MURATA MANUFACTURING CO LTD,MAG-FER 120R,,2A,603,80004846,default,,,
PL12823B-F10X01,COILCRAFT,MAG-IND 120NH,2%,400MA,,80005156,default,,,
PL12833B-F10001,TDK CORPORATION,MAG-IND 120NH,5%,440MA,0,80010977,default,,,
PL12833B-F10001,VAL TECHNOLOGIES, INC,MAG-IND 120NH,5%,440MA,0,80030809,default,,
PL12931B-F10X00,COILCRAFT,INDUCTOR 1.2UH 10%,80005156,default,,,,,,
PL12984C-F10X00,TDK CORPORATION,INDC-IND 1.2UH,30%,3.87A,80004888,default,,,,
PL15061C-F10SSG,TDK CORPORATION,INDC-IND 15UH,20%,1.1A,,80004888,default,,,
PL15063C-F10000,TAIYO YUDEN,MAG-IND 15UH,20%,2.9A,SM,80034477,default,,,
PL15161C-F10003,TDK CORPORATION,INDC-IND 150UH,20%,800MA,80004888,default,,,,
PL15733B-F10X00,VAL TECHNOLOGIES, INC,MAG-IND 15NH,5%,650MA,8,80030809,default,,
PL15961B-F10X01,COILCRAFT,INDUCTOR PWR (SHIELDED),80005156,default,,,,,,
PL18932B-FCKX00,ALLIANCE ELECTRONICS DISTRIBUTOR, INC.,MAG-IND 1.8UH,5%,350MA,,80004888,default,,
PL18932B-FCKX00,TDK CORPORATION,MAG-IND 1.8UH,5%,350MA,,80004888,default,,,
PL20112B-F20000,TDK CORPORATION,MAG-FER ,,100MA,SMD,80004888,default,,,
PL20113D-F20X01,TDK CORPORATION,MAG-IND 200UH,,70MA,SMD,80004888,default,,,
PL20981B-F10001,TDK CORPORATION,INDC,ATTEN,1KOHMS,0.5A,S,80004888,default,,
PL22013D-F20002,ABC COMPONENTS INC,FERRITE BEAD,80021884,default,,,,,,
PL22013D-F20002,TAIYO YUDEN,FERRITE BEAD,80034477,default,,,,,,
PL22042B-F10001,MOUSER ELECTRONICS,22UH UNSHD WW IND 300MA,80004888,default,,,,,,
PL22042B-F10001,TDK CORPORATION,22UH UNSHD WW IND 300MA,80004888,default,,,,,,
PL22061C-F10X00,TDK CORPORATION,INDC-IND 22UH,20%,1.9A,8,80004888,default,,,
PL22062C-F10001,DIGI-KEY,MAG-IND 22UH,20%,2.4A,1,80034477,default,,,
PL22062C-F10001,TAIYO YUDEN,MAG-IND 22UH,20%,2.4A,1,80034477,default,,,
PL22063C-F10X03,TDK CORPORATION,INDC-IND 22UH,20%,2.8A,1,80004888,default,,,
PL22063D-F10013,BOURNS INC,MAG-IND 22UH,20%,7.57A,S,80030837,default,,,
PL22063D-F10020,AVNET INC,MAG-IND 22UH,20%,7.3A,SM,80004932,default,,,
PL22064D-F10X03,TTI,MAG-IND 22UH,20%,6.4A,SM,80004888,default,,,
PL22064D-F10X03,VISHAY,MAG-IND 22UH,20%,6.4A,SM,80004877,default,,,
PL22064D-F10X06,AVNET INC,MAG-IND 22UH,20%,3.7A,SM,80004932,default,,,
PL22093B-F20002,MURATA MANUFACTURING CO LTD,INDC-ATTEN 22OHM,6A,125,80004846,default,,,,
PL22191B-F20002,TDK CORPORATION,TESLA INDCATTEN 220OHM,3,80004888,default,,,,,
PL22191B-F20X00,MURATA MANUFACTURING CO LTD,INDC-ATTEN 220OHM,2A,,80004846,default,,,,
PL22191B-F20X00,VAL TECHNOLOGIES, INC,INDC-ATTEN 220OHM,2A,,80030809,default,,,
PL22193B-F20X00,MURATA MANUFACTURING CO LTD,INDC-ATTEN 220OHM,300MA,80004846,default,,,,,
PL22293B-F20X00,DIGI-KEY,CD4 INDC-ATTEN 2.2KOHM,8,80004846,default,,,,,
PL22293B-F20X00,MURATA MANUFACTURING CO LTD,CD4 INDC-ATTEN 2.2KOHM,8,80004846,default,,,,,
PL22823B-F10X00,COILCRAFT,INDC-IND 220NH,2%,320MA,,80005156,default,,,
PL22832B-FFGX00,TDK CORPORATION,MAG-IND 220NH,5%,450MA,,80004888,default,,,
PL22932B-FFVX00,TDK CORPORATION,INDC-IND 2.2UH,5%,320MA,,80004888,default,,,
PL22961C-F10001,TAIYO YUDEN,MAG-IND 2.2UH,20%,2.2A,,80034477,default,,,
PL22963B-F10013,ARROW ELECTRONICS INC,POWER INDUCTOR CHIP FILM,80004888,default,,,,,,
PL22963B-F10013,TDK CORPORATION,POWER INDUCTOR CHIP FILM,80004888,default,,,,,,
PL22963B-F10X10,TAIYO YUDEN,MAG-IND 2.2UH,20%,1.35A,80034477,default,,,,
PL22963D-F10017,DIGI-KEY,MAG-IND 2.2UH,20%,3A,401,80030837,default,,,
PL22964D-F10006,ARROW ELECTRONICS INC,MAG-IND 2.2UH,20%,10.8A,80004877,default,,,,
PL22964D-F10006,VISHAY,MAG-IND 2.2UH,20%,10.8A,80004877,default,,,,
PL22964D-F10009,MURATA MANUFACTURING CO LTD,2.2UH INDUCTOR,80004846,default,,,,,,
PL26213C-F20X01,DIGI-KEY,INDC-ATTEN 2.6KOHM,200M,80004888,default,,,,,
PL26213C-F20X01,TDK CORPORATION,INDC-ATTEN 2.6KOHM,200M,80004888,default,,,,,
PL27832B-F10X00,TDK CORPORATION,INDC-IND,80004888,default,,,,,,
PL27832B-FFJX00,TDK CORPORATION,INDC-IND 270NH,5%,450MA,80004888,default,,,,
PL30013B-F20001,TDK CORPORATION,INDC-ATTEN 30OHM,5A,125C,80004888,default,,,,
PL30113C-F20002,CHIP ONE EXCHANGE,MAG-CMCHK 300R,,250MA,,80004888,default,,,
PL30113C-F20002,DIGI-KEY,MAG-CMCHK 300R,,250MA,,80004888,default,,,
PL30113C-F20002,TDK CORPORATION,MAG-CMCHK 300R,,250MA,,80004888,default,,,
PL30113C-F20002,TTI,MAG-CMCHK 300R,,250MA,,80004888,default,,,
PL30193B-F20X01,MURATA MANUFACTURING CO LTD,MAG-FER 330R,,500MA,603,80004846,default,,,
PL30733B-F10X00,COILCRAFT,INDUCTOR 30NH 5%,80005156,default,,,,,,
PL33061D-F10X08,COILCRAFT,INDUCTOR PWR (SHIELDED),80005156,default,,,,,,
PL33063C-F10005,MOUSER ELECTRONICS,MAG-IND 33UH,20%,1.7A,S,80034477,default,,,
PL33063C-F10005,TAIYO YUDEN,MAG-IND 33UH,20%,1.7A,S,80034477,default,,,
PL33063D-F10010,HARD TO FIND INTERNATIONAL,MAG-IND 33UH,20%,2A,8040,80034477,default,,,
PL33063D-F10010,TAIYO YUDEN,MAG-IND 33UH,20%,2A,8040,80034477,default,,,
PL33063D-F10010,VAL TECHNOLOGIES, INC,MAG-IND 33UH,20%,2A,8040,80034477,default,,
PL33064D-F10X05,AVNET INC,MAG-IND 33UH,20%,4.8A,SM,80004932,default,,,
PL33113B-F20001,TDK CORPORATION,FERRITE BEAD SMD 330 25%,80004888,default,,,,,,
PL33132C-F10X01,TDK CORPORATION,INDC-IND 330UH,5%,40MA,1,80004888,default,,,
PL33864B-F10002,AVNET INC,MAG-IND 330NH,20%,8.5A,3,80004932,default,,,
PL33932B-FGCX00,TDK CORPORATION,INDC-IND 3.3UH,5%,260MA,,80004888,default,,,
PL39733B-F10X01,COILCRAFT,MAG-IND 39NH,5%,600MA,12,80005156,default,,,
PL39831B-F10001,TDK CORPORATION,INDC,IND,390NH,5%,SMD,80004888,default,,
PL47032B-F10001,TDK CORPORATION,HONDA DI INDC,IND,47UH,5,80004888,default,,,
PL47032B-F10X01,TDK CORPORATION,INDUCTOR,80004888,default,,,,,,
PL47061C-F10X08,MURATA MANUFACTURING CO LTD,INDC-IND 47UH,20%,1.3A,,80027755,default,,,
PL47062C-F10002,TDK CORPORATION,INDC-IND,22UH,20%,1.25A,,80004888,default,,
PL47062C-F10X01,TDK CORPORATION,INDC-IND 47UH,20%,900MA,,80004888,default,,,
PL47063C-F10004,TDK CORPORATION,INDCIND 47UH,20%,3A,125C,80004888,default,,,
PL47063C-F10X03,TDK CORPORATION,P552 INDC-IND 47UH,20%,1,80004888,default,,,,
PL47063D-F10X06,TAIYO YUDEN,INDC-IND 47UH,20%,1.5A,,80034477,default,,,
PL47093B-F20X00,MURATA MANUFACTURING CO LTD,FERRITE BEAD SMD 47 25%,80004846,default,,,,,,
PL47723C-F10001,TDK CORPORATION,MAG-IND 47NH,2%,600MA,8,80010977,default,,,
PL47723C-F10001,VAL TECHNOLOGIES, INC,MAG-IND 47NH,2%,600MA,8,80034477,default,,
PL47963C-F10000,TAIYO YUDEN,MAG-IND 4.7UH,20%,2A,12,80034477,default,,,
PL47963D-F10X10,ALLIANCE ELECTRONICS DISTRIBUTOR, INC.,MAG-IND 4.7UH,20%,5.6A,,80004888,default,,
PL47963D-F10X10,ARCADIA COMPONENTS, LLC,MAG-IND 4.7UH,20%,5.6A,,80004888,default,,
PL47963D-F10X10,TDK CORPORATION,MAG-IND 4.7UH,20%,5.6A,,80004888,default,,,
PL479640-F10X04,AVNET INC,MAG-IND 4.7UH,20%,2.4A,1,80004932,default,,,
PL47964B-F10X04,AVNET INC,MAG-IND 4.7UH,20%,2.4A,1,80004932,default,,,
PL47964D-F10X02,ALLIANCE ELECTRONICS DISTRIBUTOR, INC.,MAG-IND 4.7UH,20%,2.8A,,80023560,default,,
PL47964D-F10X02,DIGI-KEY,MAG-IND 4.7UH,20%,2.8A,,80023560,default,,,
PL47964D-F10X05,AVNET INC,MAG-IND 4.7UH,20%,6A,SMD,80004932,default,,,
PL47982B-F10X01,TDK CORPORATION,INDC-IND 4.7UH,30%,2.03A,80004888,default,,,,
PL47983D-F10X03,TAIYO YUDEN,MAG-IND 4.7UH,30%,3.1A,S,80034477,default,,,
PL50093B-F20X00,TDK CORPORATION,INDC-ATTEN 50OHM,500MA,1,80004888,default,,,,
PL501520-F10001,BOURNS INC,INDC-IND 500UH,15%,1.8A,,80030837,default,,,
PL501520-F10001,TDK CORPORATION,INDC-IND 500UH,15%,1.8A,,80030837,default,,,
PL501520-F10001,TRANSTEK MAGNETICS INC.,INDC-IND 500UH,15%,1.8A,,80030837,default,,,
PL501520-F10002,BOURNS INC,INDC,IND,500UH,15%,LEADE,80030837,default,,
PL501520-F10002,TRANSTEK MAGNETICS INC.,INDC,IND,500UH,15%,LEADE,80030837,default,,
PL56143B-F10X00,CHILISIN ELECTRONICS CORP.,MAG-IND 560UH,10%,110MA,,80030066,default,,,
PL56864B-F10000,AVNET INC,MAG-IND 560NH,20%,3.8A,S,80004932,default,,,
PL56963C-F10X00,TDK CORPORATION,CD4 INDC-IND 5.6UH,20%,3,80004888,default,,,,
PL60013B-F20X00,MURATA MANUFACTURING CO LTD,INDC-ATTEN 60OHM,500MA,1,80004846,default,,,,
PL60093B-F20004,TDK CORPORATION,INDC,ATTEN,60OHMS,1A,80,80004888,default,,
PL60113B-F20001,TDK CORPORATION,INDC-ATTEN 600OHM,.24A,1,80004888,default,,,,
PL60113B-F20X00,MURATA MANUFACTURING CO LTD,INDC-ATTEN FER,600OHM,50,80004846,default,,,,
PL60113B-F20X03,MURATA MANUFACTURING CO LTD,INDC-ATTEN 600OHM,200MA,,80004846,default,,,,
PL60193B-F20002,TDK CORPORATION,INDC-ATTEN 600OHM,500MA,,80004888,default,,,,
PL60193B-F20003,ARROW ELECTRONICS INC,FERRITE 0603,80004888,default,,,,,,
PL60193B-F20003,DIGI-KEY,FERRITE 0603,80004888,default,,,,,,
PL60193B-F20003,TDK CORPORATION,FERRITE 0603,80004888,default,,,,,,
PL60193B-F20X02,TDK CORPORATION,INDC-ATTEN 600OHM,2A,125,80004888,default,,,,
PL60193B-F20X04,MURATA MANUFACTURING CO LTD,INDC-ATTEN 600OHM,300MA,80004846,default,,,,,
PL60193B-F20X09,MURATA MANUFACTURING CO LTD,POWER SUPPLY FERRITE,80027755,default,,,,,,
PL60193B-F20X13,MURATA MANUFACTURING CO LTD,MAG-FER 600R,25%,1.3A,6,80004846,default,,,
PL60193B-F20X14,CHILISIN ELECTRONICS CORP.,MAG-FER 600R,25%,1A,603,80030066,default,,,
PL68063C-F10X02,TDK CORPORATION,P552 INDC-IND 68UH,20%,2,80004888,default,,,,
PL68163D-F10X02,TAIYO YUDEN,MAG-IND 680UH,20%,420MA,,80034477,default,,,
PL68964D-F10000,AVNET INC,MAG-IND 6.8UH,20%,4.5A,0,80004932,default,,,
PL68964D-F10000,VAL TECHNOLOGIES, INC,MAG-IND 6.8UH,20%,4.5A,0,80034477,default,,
PL68964D-F10006,AVNET INC,MAG-IND 6.8UH,20%,4.5A,0,80004932,default,,,
PL68982C-F10000,DIGI-KEY,MAG-IND 6.8UH,30%,4.4A,,80034477,default,,,
PL68982C-F10000,TAIYO YUDEN,MAG-IND 6.8UH,30%,4.4A,,80034477,default,,,
PL68982C-F10000,VAL TECHNOLOGIES, INC,MAG-IND 6.8UH,30%,4.4A,,80034477,default,,
PL68983C-F10X00,SUMIDA CORPORATION,INDC-IND 6.8UH,30%,3.5A,80007587,default,,,,
PL70111C-F20001,TDK CORPORATION,INDC-ATTEN 700OHM,4A,85C,80004888,default,,,,
PL70113C-F20X00,TDK CORPORATION,MAG-CMCHK 700R,,5A,,80004888,default,,,
PL82931B-F10001,TDK CORPORATION,INDC,IND,8.2UH,5%,SMD,80004888,default,,
PL82963C-F10001,VISHAY,MAG-IND 8.2UH,20%,4A,SMD,80004877,default,,,
PPCC0014-AC,PANASONIC CORPORATION,ELEC,POT,PWB-TH-ROT,80016009,default,,,,
PPCC0015-AB,PANASONIC CORPORATION,ELEC,POT,PWB-TH-ROT,80016009,default,,,,
PPCC0020-AA,PANASONIC CORPORATION,POT 5KOHM,100MW,85C,,PWB,80016009,default,,
PPCC0021-AA,PANASONIC CORPORATION,ELEC,POT,PWB-TH-ROT,80016009,default,,,,
PR11001B-FG1ABP,HONG KONG AUTOMOTIVE XTALS LTD.,RESON-XTAL 13.2MHZ,FU -,80021840,default,,,,,
PR11001C-FG1X00,TXC,RESON-XTAL 16.9344MHZ,F,80008793,default,,,,,
PR11003B-FH1AEJ,MURATA MANUFACTURING CO LTD,RESON-CERM 12MHZ,FU - F,80004846,default,,,,,
PR11027C-FG1ABB,TXC,RESON-XTAL 16.9344MHZ,F,80016691,default,,,,,
PR11047N-FA1AAA,NIHON DEMPA KOGYO,RESON-XTAL 16.9344MHZ,FU,80004848,default,,,,,
PR11068C-FG1ABF,TXC,RESON-XTAL 16MHZ,FU - FU,80016691,default,,,,,
PR11069C-FG1ABF,TXC,RESON-XTAL 18.432MHZ,FU,80016691,default,,,,,
PR11082D-FG1000,TXC,CRYSTAL 16.666MHZ,80008793,default,,,,,,
PR11084D-FG1000,TXC,CRYSTAL 16MHZ 14PF 50/50,80008793,default,,,,,,
PR21000B-FG1ABP,DAISHINKU CORPORATION,RES-XTAL 25MHZ,20PPM,FU,80004878,default,,,,
PR21002B-FG1ABM,TXC,CRYSTAL OSCILLATOR 20.00,80008793,default,,,,,,
PR21014B-FG1ABP,HONG KONG AUTOMOTIVE XTALS LTD.,RESON-XTAL 27MHZ,FU - FU,80021840,default,,,,,
PR21027C-FG1X00,DAISHINKU CORPORATION,RESON-XTAL 24MHZ,FU - F,80004878,default,,,,,
PR21055B-FG1000,NIHON DEMPA KOGYO,RES-XTAL 25MHZ,20PPM,FU,80004848,default,,,,
PR21063D-FG1000,TXC,CRYSTAL 24.576 MHZ 30 ES,80008793,default,,,,,,
PR21118B-FG1ABP,KYOCERA CORP,RES-XTAL 24MHZ,30PPM,FU,80005063,default,,,,
PR21144B-FG1000,DAISHINKU CORPORATION,RES-XTAL 24MHZ,50PPM,FU,80004878,default,,,,
PR31014B-FG1000,NIHON DEMPA KOGYO,RES-XTAL 30MHZ,20PPM,FU,80004848,default,,,,
PR31020B-FG1000,EPSON CORPORATION,IC-TIMER OSCILLATOR,SMD,80031368,default,,,,,
PR31026B-FG1000,EPSON CORPORATION,RES-OSC 30MHZ,,,SG-9101,80031368,default,,,
PR31026B-FG1000,EPSON CORPORATION,RES-OSC 30MHZ,,,SG-9101,80031368,default,,,
PR31027B-FG1000,DAISHINKU CORPORATION,CRYSTAL 38.4MHZ 10PPM,80004878,default,,,,,,
PR35008B-FC1000,DAISHINKU CORPORATION,CRYSTAL RESONATOR,80004878,default,,,,,,
PR35025B-FG1000,DAISHINKU CORPORATION,RES-XTAL 32.768KHZ,20PPM,80004878,default,,,,,
PR35029B-FC1000,DAISHINKU CORPORATION,RES-XTAL 32.768KHZ,20PPM,80004878,default,,,,,
PR40001B-FH1000,MURATA MANUFACTURING CO LTD,RESON-CERM 4MHZ,FU - FUN,80004846,default,,,,,
PR40005B-FH1000,MURATA MANUFACTURING CO LTD,RES-CERM 4MHZ,700PPM,FU,80004846,default,,,,
PR40006B-FH1AEG,MURATA MANUFACTURING CO LTD,RESON-CERM 4MHZ,FU - B29,80004846,default,,,,,
PR40009C-FG1X00,TXC,RESON-XTAL 4MHZ,FU - FUN,80008793,default,,,,,
PR40032B-FH1000,MURATA MANUFACTURING CO LTD,RESON-CERM 4MHZ,CSTCR,80004846,default,,,,,
PR40037B-FH1000,MURATA MANUFACTURING CO LTD,HOND MDX RESON-CERM 4MHZ,80004846,default,,,,,,
PR40113N-FA2B5A,NIHON DEMPA KOGYO,RESON,XTAL,4MHZ,AT-51,80004848,default,,,
PR41002C-FG2ABF,DAISHINKU CORPORATION,B299 AUDIO RESON-XTAL 41,80004878,default,,,,,,
PR41002C-FG2X00,TXC,RESON-XTAL 41.6MHZ,OT -,80016691,default,,,,,
PR51002B-FG1000,AVX KYOCERA,RESON-XTAL 55.4667MHZ,F,80005063,default,,,,,
PR51002B-FG1000,KYOCERA CORP,RESON-XTAL 55.4667MHZ,F,80005063,default,,,,,
PR70004C-FG1ABF,DAISHINKU CORPORATION,RESON,XTAL,7.994MHZ,SMD4,80004878,default,,,
PR70004C-FG1X00,TXC,C520 RESON-XTAL 7.994MHZ,80008793,default,,,,,,
PR80002B-FH1AEJ,MURATA MANUFACTURING CO LTD,RES-CERM 8MHZ,0.10%,FU -,80004846,default,,,,
PR80009C-FG1ABG,NIHON DEMPA KOGYO,RESON-XTAL 8MHZ,FU - B29,80004848,default,,,,,
PR80013C-FG1000,DAISHINKU CORPORATION,RESON-XTAL 8MHZ,SMD-49TA,80004878,default,,,,,
PR80013C-FG1X00,TXC,P552 RESON-XTAL 8MHZ,FU,80008793,default,,,,,
PR80016B-FH1AEJ,MURATA MANUFACTURING CO LTD,RESON,RCERM,8MHZ,CSTCE G,80004846,default,,,
PR80033B-FH1AEJ,MURATA MANUFACTURING CO LTD,RES-CERM 8MHZ,0.10%,FU -,80004846,default,,,,
PR80034B-FH1AEJ,MURATA MANUFACTURING CO LTD,RES-CERM 8MHZ,FU - FUND,80004846,default,,,,,
PR80041B-FH1AEJ,MURATA MANUFACTURING CO LTD,RES-CERM 8MHZ,0.1PPM,FU,80004846,default,,,,
PR80044D-FG1000,DAISHINKU CORPORATION,RES-XTAL 8MHZ,20PPM,FU -,80004878,default,,,,
PR80046B-FH1AEJ,MURATA MANUFACTURING CO LTD,RES-CERM 8MHZ,,FU - FUND,80004846,default,,,,
PR80047B-FH1AEJ,VAL TECHNOLOGIES, INC,RES-CERM 8MHZ,0.50%,FU -,80034477,default,,,
PR80049B-FH1AEJ,MURATA MANUFACTURING CO LTD,RES-CERM 8MHZ,-0.26%,FU,80004846,default,,,,
PR80050B-FH1AEJ,MURATA MANUFACTURING CO LTD,RES-CERM 8MHZ,-0.03%,FU,80004846,default,,,,
PTAB0029-AA,FUZETEC TECHNOLOGY COMPANY LIMITED,THERM PTC-C-NL,26OHM,,80,80029032,default,,,
PTBA0008-AA,MURATA MANUFACTURING CO LTD,THERM NTC,10KOHM,-3.7PPM,80004846,default,,,,
PTBA0036-AA,DIGI-KEY,RDE.NTC 0603 T4 22K 5%,80010977,default,,,,,,
PTBA0036-AA,TDK CORPORATION,RES-THRM NTC,22K,,180,80010977,default,,,
PTBA0045-AA,MURATA MANUFACTURING CO LTD,RES-THRM NTC,22K,,100.0W,80004846,default,,,
PTBA0048-AA,MURATA MANUFACTURING CO LTD,RES-THRM NTC,10K,,100,80004846,default,,,
PTBA0049-AA,MURATA MANUFACTURING CO LTD,RES-THRM NTC,100K,,100,80004846,default,,,
PTBB0002-AA,MURATA MANUFACTURING CO LTD,JC49 PTC-C-NL,470OHM,12,80004846,default,,,,
PTBC0001-AA,FUZETEC TECHNOLOGY COMPANY LIMITED,RES-THRM PTC-POLY,3OHM,,80029032,default,,,,
PV000010-FDK000,TDK CORPORATION,ELEC,VAR,,43V,1KA,14MM-D,80010977,default,
PV00005C-FSM000,TDK CORPORATION,CD4 VAR 25J,16V,40V CL,1,80010977,default,,,
PV00019B-FSMX00,TDK CORPORATION,VARISTOR 300MJ,16-42V,12,80010977,default,,,,
PV00021B-FSMX00,TDK CORPORATION,VAR,50MJ,19V,54V/10A,125,80010977,default,,
PV00044B-FSM001,ARROW ELECTRONICS INC,RES-VAR 200MJ,18V,40V,1,80010977,default,,,
PV00044B-FSM001,TDK CORPORATION,RES-VAR 200MJ,18V,40V,1,80010977,default,,,
PV00045B-FSM000,TDK CORPORATION,RES-VAR 30MJ,100V,,150,80010977,default,,,
RB160MM-30TFTR,ROHM CO LTD,DIODE SCHOTTKY 1A 30V,80004918,default,,,,,,
RB160MM-30TFTR,ROHM CO LTD,DIODE SCHOTTKY 1A 30V,80007449,default,,,,,,
